
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, Mehedinti, Anul 2014, Numar persoane, 4007
Total, Mehedinti, Anul 2015, Numar persoane, 3912
Total, Mehedinti, Anul 2016, Numar persoane, 3747
Total, Olt, Anul 1990, Numar persoane, 6272
Total, Olt, Anul 1991, Numar persoane, 6431
Total, Olt, Anul 1992, Numar persoane, 6950
Total, Olt, Anul 1993, Numar persoane, 6558
Total, Olt, Anul 1994, Numar persoane, 6436
Total, Olt, Anul 1995, Numar persoane, 6976
Total, Olt, Anul 1996, Numar persoane, 7613
Total, Olt, Anul 1997, Numar persoane, 7149
Total, Olt, Anul 1998, Numar persoane, 7150
Total, Olt, Anul 1999, Numar persoane, 7074
Total, Olt, Anul 2000, Numar persoane, 6411
Total, Olt, Anul 2001, Numar persoane, 6604
Total, Olt, Anul 2002, Numar persoane, 7294
Total, Olt, Anul 2003, Numar persoane, 6918
Total, Olt, Anul 2004, Numar persoane, 6507
Total, Olt, Anul 2005, Numar persoane, 6934
Total, Olt, Anul 2006, Numar persoane, 6563
Total, Olt, Anul 2007, Numar persoane, 6446
Total, Olt, Anul 2008, Numar persoane, 6693
Total, Olt, Anul 2009, Numar persoane, 6535
Total, Olt, Anul 2010, Numar persoane, 6493
Total, Olt, Anul 2011, Numar persoane, 6254
Total, Olt, Anul 2012, Numar persoane, 6460
Total, Olt, Anul 2013, Numar persoane, 6168
Total, Olt, Anul 2014, Numar persoane, 6486
Total, Olt, Anul 2015, Numar persoane, 6349
Total, Olt, Anul 2016, Numar persoane, 6113
Total, Valcea, Anul 1990, Numar persoane, 4837
Total, Valcea, Anul 1991, Numar persoane, 4898
Total, Valcea, Anul 1992, Numar persoane, 5056
Total, Valcea, Anul 1993, Numar persoane, 4949
Total, Valcea, Anul 1994, Numar persoane, 5076
Total, Valcea, Anul 1995, Numar persoane, 5144
Total, Valcea, Anul 1996, Numar persoane, 5609
Total, Valcea, Anul 1997, Numar persoane, 5691
Total, Valcea, Anul 1998, Numar persoane, 5640
Total, Valcea, Anul 1999, Numar persoane, 5041
Total, Valcea, Anul 2000, Numar persoane, 4966
Total, Valcea, Anul 2001, Numar persoane, 5068
Total, Valcea, Anul 2002, Numar persoane, 5423
Total, Valcea, Anul 2003, Numar persoane, 5101
Total, Valcea, Anul 2004, Numar persoane, 5152
Total, Valcea, Anul 2005, Numar persoane, 5221
Total, Valcea, Anul 2006, Numar persoane, 5060
Total, Valcea, Anul 2007, Numar persoane, 4718
Total, Valcea, Anul 2008, Numar persoane, 4702
Total, Valcea, Anul 2009, Numar persoane, 4701
Total, Valcea, Anul 2010, Numar persoane, 4695
Total, Valcea, Anul 2011, Numar persoane, 4289
Total, Valcea, Anul 2012, Numar persoane, 4160
Total, Valcea, Anul 2013, Numar persoane, 4097
Total, Valcea, Anul 2014, Numar persoane, 4126
Total, Valcea, Anul 2015, Numar persoane, 4121
Total, Valcea, Anul 2016, Numar persoane, 3882
Total, Regiunea VEST, Anul 1990, Numar persoane, 25944
Total, Regiunea VEST, Anul 1991, Numar persoane, 26324
Total, Regiunea VEST, Anul 1992, Numar persoane, 27362
Total, Regiunea VEST, Anul 1993, Numar persoane, 26916
Total, Regiunea VEST, Anul 1994, Numar persoane, 26762
Total, Regiunea VEST, Anul 1995, Numar persoane, 27046
Total, Regiunea VEST, Anul 1996, Numar persoane, 27993
Total, Regiunea VEST, Anul 1997, Numar persoane, 27190
Total, Regiunea VEST, Anul 1998, Numar persoane, 26277
Total, Regiunea VEST, Anul 1999, Numar persoane, 25948
Total, Regiunea VEST, Anul 2000, Numar persoane, 24626
Total, Regiunea VEST, Anul 2001, Numar persoane, 24594
Total, Regiunea VEST, Anul 2002, Numar persoane, 24899
Total, Regiunea VEST, Anul 2003, Numar persoane, 25075
Total, Regiunea VEST, Anul 2004, Numar persoane, 25023
Total, Regiunea VEST, Anul 2005, Numar persoane, 25078
Total, Regiunea VEST, Anul 2006, Numar persoane, 24784
Total, Regiunea VEST, Anul 2007, Numar persoane, 23362
Total, Regiunea VEST, Anul 2008, Numar persoane, 23362
Total, Regiunea VEST, Anul 2009, Numar persoane, 23908
Total, Regiunea VEST, Anul 2010, Numar persoane, 24064
Total, Regiunea VEST, Anul 2011, Numar persoane, 23218
Total, Regiunea VEST, Anul 2012, Numar persoane, 23012
Total, Regiunea VEST, Anul 2013, Numar persoane, 23056
Total, Regiunea VEST, Anul 2014, Numar persoane, 23403
Total, Regiunea VEST, Anul 2015, Numar persoane, 24328
Total, Regiunea VEST, Anul 2016, Numar persoane, 23564
Total, Arad, Anul 1990, Numar persoane, 7250
Total, Arad, Anul 1991, Numar persoane, 7290
Total, Arad, Anul 1992, Numar persoane, 7585
Total, Arad, Anul 1993, Numar persoane, 7340
Total, Arad, Anul 1994, Numar persoane, 7358
Total, Arad, Anul 1995, Numar persoane, 7201
Total, Arad, Anul 1996, Numar persoane, 7548
Total, Arad, Anul 1997, Numar persoane, 7230
Total, Arad, Anul 1998, Numar persoane, 7081
Total, Arad, Anul 1999, Numar persoane, 6903
Total, Arad, Anul 2000, Numar persoane, 6559
Total, Arad, Anul 2001, Numar persoane, 6489
Total, Arad, Anul 2002, Numar persoane, 6653
Total, Arad, Anul 2003, Numar persoane, 6624
Total, Arad, Anul 2004, Numar persoane, 6552
Total, Arad, Anul 2005, Numar persoane, 6585
Total, Arad, Anul 2006, Numar persoane, 6516
Total, Arad, Anul 2007, Numar persoane, 6027
Total, Arad, Anul 2008, Numar persoane, 6072
Total, Arad, Anul 2009, Numar persoane, 6248
Total, Arad, Anul 2010, Numar persoane, 6133
Total, Arad, Anul 2011, Numar persoane, 5834
Total, Arad, Anul 2012, Numar persoane, 5984
Total, Arad, Anul 2013, Numar persoane, 5873
Total, Arad, Anul 2014, Numar persoane, 5832
Total, Arad, Anul 2015, Numar persoane, 6108
Total, Arad, Anul 2016, Numar persoane, 5839
Total, Caras-Severin, Anul 1990, Numar persoane, 4941
Total, Caras-Severin, Anul 1991, Numar persoane, 4743
Total, Caras-Severin, Anul 1992, Numar persoane, 4944
Total, Caras-Severin, Anul 1993, Numar persoane, 4834
Total, Caras-Severin, Anul 1994, Numar persoane, 4905
Total, Caras-Severin, Anul 1995, Numar persoane, 4838
Total, Caras-Severin, Anul 1996, Numar persoane, 4956
Total, Caras-Severin, Anul 1997, Numar persoane, 4918
Total, Caras-Severin, Anul 1998, Numar persoane, 4689
Total, Caras-Severin, Anul 1999, Numar persoane, 4530
Total, Caras-Severin, Anul 2000, Numar persoane, 4514
Total, Caras-Severin, Anul 2001, Numar persoane, 4366
Total, Caras-Severin, Anul 2002, Numar persoane, 4381
Total, Caras-Severin, Anul 2003, Numar persoane, 4388
Total, Caras-Severin, Anul 2004, Numar persoane, 4527
Total, Caras-Severin, Anul 2005, Numar persoane, 4641
Total, Caras-Severin, Anul 2006, Numar persoane, 4500
Total, Caras-Severin, Anul 2007, Numar persoane, 4270
Total, Caras-Severin, Anul 2008, Numar persoane, 4192
Total, Caras-Severin, Anul 2009, Numar persoane, 4230
Total, Caras-Severin, Anul 2010, Numar persoane, 4294
Total, Caras-Severin, Anul 2011, Numar persoane, 4154
Total, Caras-Severin, Anul 2012, Numar persoane, 3930
Total, Caras-Severin, Anul 2013, Numar persoane, 4063
Total, Caras-Severin, Anul 2014, Numar persoane, 4087
Total, Caras-Severin, Anul 2015, Numar persoane, 4323
Total, Caras-Severin, Anul 2016, Numar persoane, 4048
Total, Hunedoara, Anul 1990, Numar persoane, 5665
Total, Hunedoara, Anul 1991, Numar persoane, 5985
Total, Hunedoara, Anul 1992, Numar persoane, 6202
Total, Hunedoara, Anul 1993, Numar persoane, 6327
Total, Hunedoara, Anul 1994, Numar persoane, 6149
Total, Hunedoara, Anul 1995, Numar persoane, 6489
Total, Hunedoara, Anul 1996, Numar persoane, 6670
Total, Hunedoara, Anul 1997, Numar persoane, 6563
Total, Hunedoara, Anul 1998, Numar persoane, 6397
Total, Hunedoara, Anul 1999, Numar persoane, 6287
Total, Hunedoara, Anul 2000, Numar persoane, 5964
Total, Hunedoara, Anul 2001, Numar persoane, 6081
Total, Hunedoara, Anul 2002, Numar persoane, 6157
Total, Hunedoara, Anul 2003, Numar persoane, 6055
Total, Hunedoara, Anul 2004, Numar persoane, 6042
Total, Hunedoara, Anul 2005, Numar persoane, 6048
Total, Hunedoara, Anul 2006, Numar persoane, 5903
Total, Hunedoara, Anul 2007, Numar persoane, 5537
Total, Hunedoara, Anul 2008, Numar persoane, 5680
Total, Hunedoara, Anul 2009, Numar persoane, 5693
Total, Hunedoara, Anul 2010, Numar persoane, 5784
Total, Hunedoara, Anul 2011, Numar persoane, 5543
Total, Hunedoara, Anul 2012, Numar persoane, 5578
Total, Hunedoara, Anul 2013, Numar persoane, 5623
Total, Hunedoara, Anul 2014, Numar persoane, 5861
Total, Hunedoara, Anul 2015, Numar persoane, 5862
Total, Hunedoara, Anul 2016, Numar persoane, 6077
Total, Timis, Anul 1990, Numar persoane, 8088
Total, Timis, Anul 1991, Numar persoane, 8306
Total, Timis, Anul 1992, Numar persoane, 8631
Total, Timis, Anul 1993, Numar persoane, 8415
Total, Timis, Anul 1994, Numar persoane, 8350
Total, Timis, Anul 1995, Numar persoane, 8518
Total, Timis, Anul 1996, Numar persoane, 8819
Total, Timis, Anul 1997, Numar persoane, 8479
Total, Timis, Anul 1998, Numar persoane, 8110
Total, Timis, Anul 1999, Numar persoane, 8228
Total, Timis, Anul 2000, Numar persoane, 7589
Total, Timis, Anul 2001, Numar persoane, 7658
Total, Timis, Anul 2002, Numar persoane, 7708
Total, Timis, Anul 2003, Numar persoane, 8008
Total, Timis, Anul 2004, Numar persoane, 7902
Total, Timis, Anul 2005, Numar persoane, 7804
Total, Timis, Anul 2006, Numar persoane, 7865
Total, Timis, Anul 2007, Numar persoane, 7528
Total, Timis, Anul 2008, Numar persoane, 7418
Total, Timis, Anul 2009, Numar persoane, 7737
Total, Timis, Anul 2010, Numar persoane, 7853
Total, Timis, Anul 2011, Numar persoane, 7687
Total, Timis, Anul 2012, Numar persoane, 7520
Total, Timis, Anul 2013, Numar persoane, 7497
Total, Timis, Anul 2014, Numar persoane, 7623
Total, Timis, Anul 2015, Numar persoane, 8035
Total, Timis, Anul 2016, Numar persoane, 7600
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1990, Numar persoane, 714
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1991, Numar persoane, 628
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1992, Numar persoane, 686
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1993, Numar persoane, 782
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1994, Numar persoane, 894
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1995, Numar persoane, 977
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1996, Numar persoane, 1124
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1997, Numar persoane, 1094
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1998, Numar persoane, 1084
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 1999, Numar persoane, 840
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2000, Numar persoane, 831
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2001, Numar persoane, 912
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2002, Numar persoane, 907
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2003, Numar persoane, 872
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2004, Numar persoane, 814
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2005, Numar persoane, 712
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2006, Numar persoane, 632
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2007, Numar persoane, 620
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2008, Numar persoane, 623
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2009, Numar persoane, 599
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2010, Numar persoane, 591
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2011, Numar persoane, 537
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2012, Numar persoane, 523
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2013, Numar persoane, 459
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2014, Numar persoane, 639
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2015, Numar persoane, 665
Boli infectioase si parazitare, MACROREGIUNEA TREI, Anul 2016, Numar persoane, 660
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 470
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 413
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 432
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 472
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 492
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 556
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 642
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 653
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 649
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 487
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 483
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 566
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 555
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 511
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 529
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 409
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 390
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 384
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 393
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 414
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 430
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 359
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 332
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 257
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 339
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 319
Boli infectioase si parazitare, Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 313
Boli infectioase si parazitare, Arges, Anul 1990, Numar persoane, 79
Boli infectioase si parazitare, Arges, Anul 1991, Numar persoane, 67
Boli infectioase si parazitare, Arges, Anul 1992, Numar persoane, 80
Boli infectioase si parazitare, Arges, Anul 1993, Numar persoane, 75
Boli infectioase si parazitare, Arges, Anul 1994, Numar persoane, 65
Boli infectioase si parazitare, Arges, Anul 1995, Numar persoane, 78
Boli infectioase si parazitare, Arges, Anul 1996, Numar persoane, 79
Boli infectioase si parazitare, Arges, Anul 1997, Numar persoane, 89
Boli infectioase si parazitare, Arges, Anul 1998, Numar persoane, 69
Boli infectioase si parazitare, Arges, Anul 1999, Numar persoane, 65
Boli infectioase si parazitare, Arges, Anul 2000, Numar persoane, 43
Boli infectioase si parazitare, Arges, Anul 2001, Numar persoane, 75
Boli infectioase si parazitare, Arges, Anul 2002, Numar persoane, 72
Boli infectioase si parazitare, Arges, Anul 2003, Numar persoane, 76
Boli infectioase si parazitare, Arges, Anul 2004, Numar persoane, 80
Boli infectioase si parazitare, Arges, Anul 2005, Numar persoane, 66
Boli infectioase si parazitare, Arges, Anul 2006, Numar persoane, 58
Boli infectioase si parazitare, Arges, Anul 2007, Numar persoane, 49
Boli infectioase si parazitare, Arges, Anul 2008, Numar persoane, 73
Boli infectioase si parazitare, Arges, Anul 2009, Numar persoane, 95
Boli infectioase si parazitare, Arges, Anul 2010, Numar persoane, 89
Boli infectioase si parazitare, Arges, Anul 2011, Numar persoane, 61
Boli infectioase si parazitare, Arges, Anul 2012, Numar persoane, 56
Boli infectioase si parazitare, Arges, Anul 2013, Numar persoane, 40
Boli infectioase si parazitare, Arges, Anul 2014, Numar persoane, 68
Boli infectioase si parazitare, Arges, Anul 2015, Numar persoane, 59
Boli infectioase si parazitare, Arges, Anul 2016, Numar persoane, 67
Boli infectioase si parazitare, Calarasi, Anul 1990, Numar persoane, 68
Boli infectioase si parazitare, Calarasi, Anul 1991, Numar persoane, 55
Boli infectioase si parazitare, Calarasi, Anul 1992, Numar persoane, 57
Boli infectioase si parazitare, Calarasi, Anul 1993, Numar persoane, 66
Boli infectioase si parazitare, Calarasi, Anul 1994, Numar persoane, 58
Boli infectioase si parazitare, Calarasi, Anul 1995, Numar persoane, 66
Boli infectioase si parazitare, Calarasi, Anul 1996, Numar persoane, 77
Boli infectioase si parazitare, Calarasi, Anul 1997, Numar persoane, 89
Boli infectioase si parazitare, Calarasi, Anul 1998, Numar persoane, 74
Boli infectioase si parazitare, Calarasi, Anul 1999, Numar persoane, 58
Boli infectioase si parazitare, Calarasi, Anul 2000, Numar persoane, 66
Boli infectioase si parazitare, Calarasi, Anul 2001, Numar persoane, 74
Boli infectioase si parazitare, Calarasi, Anul 2002, Numar persoane, 77
Boli infectioase si parazitare, Calarasi, Anul 2003, Numar persoane, 51
Boli infectioase si parazitare, Calarasi, Anul 2004, Numar persoane, 63
Boli infectioase si parazitare, Calarasi, Anul 2005, Numar persoane, 53
Boli infectioase si parazitare, Calarasi, Anul 2006, Numar persoane, 39
Boli infectioase si parazitare, Calarasi, Anul 2007, Numar persoane, 44
Boli infectioase si parazitare, Calarasi, Anul 2008, Numar persoane, 39
Boli infectioase si parazitare, Calarasi, Anul 2009, Numar persoane, 48
Boli infectioase si parazitare, Calarasi, Anul 2010, Numar persoane, 48
Boli infectioase si parazitare, Calarasi, Anul 2011, Numar persoane, 39
Boli infectioase si parazitare, Calarasi, Anul 2012, Numar persoane, 35
Boli infectioase si parazitare, Calarasi, Anul 2013, Numar persoane, 19
Boli infectioase si parazitare, Calarasi, Anul 2014, Numar persoane, 21
Boli infectioase si parazitare, Calarasi, Anul 2015, Numar persoane, 18
Boli infectioase si parazitare, Calarasi, Anul 2016, Numar persoane, 30
Boli infectioase si parazitare, Dambovita, Anul 1990, Numar persoane, 91
Boli infectioase si parazitare, Dambovita, Anul 1991, Numar persoane, 62
Boli infectioase si parazitare, Dambovita, Anul 1992, Numar persoane, 79
Boli infectioase si parazitare, Dambovita, Anul 1993, Numar persoane, 78
Boli infectioase si parazitare, Dambovita, Anul 1994, Numar persoane, 81
Boli infectioase si parazitare, Dambovita, Anul 1995, Numar persoane, 98
Boli infectioase si parazitare, Dambovita, Anul 1996, Numar persoane, 115
Boli infectioase si parazitare, Dambovita, Anul 1997, Numar persoane, 103
Boli infectioase si parazitare, Dambovita, Anul 1998, Numar persoane, 102
Boli infectioase si parazitare, Dambovita, Anul 1999, Numar persoane, 84
Boli infectioase si parazitare, Dambovita, Anul 2000, Numar persoane, 73
Boli infectioase si parazitare, Dambovita, Anul 2001, Numar persoane, 89
Boli infectioase si parazitare, Dambovita, Anul 2002, Numar persoane, 75
Boli infectioase si parazitare, Dambovita, Anul 2003, Numar persoane, 80
Boli infectioase si parazitare, Dambovita, Anul 2004, Numar persoane, 72
Boli infectioase si parazitare, Dambovita, Anul 2005, Numar persoane, 57
Boli infectioase si parazitare, Dambovita, Anul 2006, Numar persoane, 40
Boli infectioase si parazitare, Dambovita, Anul 2007, Numar persoane, 55
Boli infectioase si parazitare, Dambovita, Anul 2008, Numar persoane, 43
Boli infectioase si parazitare, Dambovita, Anul 2009, Numar persoane, 28
Boli infectioase si parazitare, Dambovita, Anul 2010, Numar persoane, 56
Boli infectioase si parazitare, Dambovita, Anul 2011, Numar persoane, 26
Boli infectioase si parazitare, Dambovita, Anul 2012, Numar persoane, 43
Boli infectioase si parazitare, Dambovita, Anul 2013, Numar persoane, 30
Boli infectioase si parazitare, Dambovita, Anul 2014, Numar persoane, 50
Boli infectioase si parazitare, Dambovita, Anul 2015, Numar persoane, 37
Boli infectioase si parazitare, Dambovita, Anul 2016, Numar persoane, 32
Boli infectioase si parazitare, Giurgiu, Anul 1990, Numar persoane, 61
Boli infectioase si parazitare, Giurgiu, Anul 1991, Numar persoane, 56
Boli infectioase si parazitare, Giurgiu, Anul 1992, Numar persoane, 57
Boli infectioase si parazitare, Giurgiu, Anul 1993, Numar persoane, 76
Boli infectioase si parazitare, Giurgiu, Anul 1994, Numar persoane, 107
Boli infectioase si parazitare, Giurgiu, Anul 1995, Numar persoane, 106
Boli infectioase si parazitare, Giurgiu, Anul 1996, Numar persoane, 141
Boli infectioase si parazitare, Giurgiu, Anul 1997, Numar persoane, 115
Boli infectioase si parazitare, Giurgiu, Anul 1998, Numar persoane, 115
Boli infectioase si parazitare, Giurgiu, Anul 1999, Numar persoane, 92
Boli infectioase si parazitare, Giurgiu, Anul 2000, Numar persoane, 89
